Year,Sport,Event,Bronze,Silver,Gold
1912,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Sweden,Sweden,Finland
1912,Wrestling,"Wrestling Men's Middleweight A, Greco-Roman",Finland,Russia,Sweden
1912,Wrestling,"Wrestling Men's Middleweight B, Greco-Roman",Hungary,Finland,Data Missing
1920,Archery,"Archery Men's Pole Archery, Large Birds, Individual",Belgium,Belgium,Belgium
1920,Archery,"Archery Men's Pole Archery, Large Birds, Team",Data Missing,Data Missing,Belgium
1920,Archery,"Archery Men's Pole Archery, Small Birds, Individual",Belgium,Belgium,Belgium
1920,Archery,"Archery Men's Pole Archery, Small Birds, Team",Data Missing,Data Missing,Belgium
1920,Archery,"Archery Men's Target Archery, 28 metres, Individual",Data Missing,France,Belgium
1920,Archery,"Archery Men's Target Archery, 28 metres, Team",France,Belgium,Netherlands
1920,Archery,"Archery Men's Target Archery, 33 metres, Individual",Data Missing,France,Belgium
1920,Archery,"Archery Men's Target Archery, 33 metres, Team",Data Missing,France,Belgium
1920,Archery,"Archery Men's Target Archery, 50 metres, Individual",Data Missing,Belgium,France
1920,Archery,"Archery Men's Target Archery, 50 metres, Team",Data Missing,France,Belgium
1920,Art Competitions,Art Competitions Mixed Architecture,Data Missing,Norway,Data Missing
1920,Art Competitions,Art Competitions Mixed Literature,Belgium,UK,Italy
1920,Art Competitions,Art Competitions Mixed Music,Data Missing,Italy,Belgium
1920,Art Competitions,Art Competitions Mixed Painting,Belgium,France,Data Missing
1920,Art Competitions,Art Competitions Mixed Sculpturing,Belgium,Belgium,Belgium
1920,Athletics,"Athletics Men's 1,500 metres",USA,UK,UK
1920,Athletics,Athletics Men's 10 kilometres Walk,UK,USA,Italy
1920,Athletics,"Athletics Men's 10,000 metres",UK,France,Finland
1920,Athletics,Athletics Men's 100 metres,UK,USA,USA
1920,Athletics,Athletics Men's 110 metres Hurdles,USA,USA,Canada
1920,Athletics,Athletics Men's 200 metres,UK,USA,USA
1920,Athletics,"Athletics Men's 3,000 metres Steeplechase",Italy,USA,UK
1920,Athletics,"Athletics Men's 3,000 metres Walk",USA,Australia,Italy
1920,Athletics,"Athletics Men's 3,000 metres, Team",Sweden,UK,USA
1920,Athletics,Athletics Men's 4 x 100 metres Relay,Sweden,France,USA
1920,Athletics,Athletics Men's 4 x 400 metres Relay,France,South Africa,UK
1920,Athletics,Athletics Men's 400 metres,Sweden,UK,South Africa
1920,Athletics,Athletics Men's 400 metres Hurdles,USA,USA,USA
1920,Athletics,"Athletics Men's 5,000 metres",Sweden,Finland,France
1920,Athletics,Athletics Men's 56-pound Weight Throw,Sweden,USA,USA
1920,Athletics,Athletics Men's 800 metres,South Africa,USA,UK
1920,Athletics,"Athletics Men's Cross-Country, Individual",Finland,Sweden,Finland
1920,Athletics,"Athletics Men's Cross-Country, Team",Sweden,UK,Finland
1920,Athletics,Athletics Men's Decathlon,Sweden,USA,Norway
1920,Athletics,Athletics Men's Discus Throw,USA,Finland,Finland
1920,Athletics,Athletics Men's Hammer Throw,USA,Sweden,USA
1920,Athletics,Athletics Men's High Jump,Sweden,USA,USA
1920,Athletics,Athletics Men's Javelin Throw,Finland,Finland,Finland
1920,Athletics,Athletics Men's Long Jump,Sweden,USA,Sweden
1920,Athletics,Athletics Men's Marathon,Italy,Estonia,Finland
1920,Athletics,Athletics Men's Pentathlon,Finland,USA,Finland
1920,Athletics,Athletics Men's Pole Vault,USA,Denmark,USA
1920,Athletics,Athletics Men's Shot Put,USA,Finland,Finland
1920,Athletics,Athletics Men's Triple Jump,Sweden,Sweden,Finland
1920,Boxing,Boxing Men's Bantamweight,UK,Canada,South Africa
1920,Boxing,Boxing Men's Featherweight,Italy,France,France
1920,Boxing,Boxing Men's Flyweight,UK,Denmark,USA
1920,Boxing,Boxing Men's Heavyweight,France,Denmark,UK
1920,Boxing,Boxing Men's Light-Heavyweight,UK,Norway,USA
1920,Boxing,Boxing Men's Lightweight,Canada,Denmark,USA
1920,Boxing,Boxing Men's Middleweight,Canada,Canada,UK
1920,Boxing,Boxing Men's Welterweight,USA,UK,Canada
1920,Cycling,Cycling Men's 50 kilometres,Netherlands,UK,Belgium
1920,Cycling,"Cycling Men's Road Race, Individual",France,South Africa,Sweden
1920,Cycling,"Cycling Men's Road Race, Team",Belgium,Sweden,France
1920,Cycling,Cycling Men's Sprint,UK,UK,Netherlands
1920,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Netherlands,South Africa,UK
1920,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",South Africa,UK,Italy
1920,Diving,Diving Men's Plain High,Sweden,Sweden,Sweden
1920,Diving,Diving Men's Platform,USA,Sweden,USA
1920,Diving,Diving Men's Springboard,USA,USA,USA
1920,Diving,Diving Women's Plain High,Sweden,UK,Denmark
1920,Diving,Diving Women's Springboard,USA,USA,USA
1920,Equestrianism,"Equestrianism Men's Dressage, Individual",Sweden,Sweden,Sweden
1920,Equestrianism,"Equestrianism Men's Jumping, Individual",Sweden,Italy,Italy
1920,Equestrianism,"Equestrianism Men's Jumping, Team",Italy,Belgium,Sweden
1920,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Italy,Sweden,Sweden
1920,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Belgium,Italy,Sweden
1920,Equestrianism,"Equestrianism Men's Vaulting, Individual",Belgium,France,Belgium
1920,Equestrianism,"Equestrianism Men's Vaulting, Team",Sweden,France,Belgium
1920,Fencing,"Fencing Men's Foil, Individual",France,France,Italy
1920,Fencing,"Fencing Men's Foil, Team",USA,France,Italy
1920,Fencing,"Fencing Men's Sabre, Individual",Netherlands,Italy,Italy
1920,Fencing,"Fencing Men's Sabre, Team",Netherlands,France,Italy
1920,Fencing,"Fencing Men's epee, Individual",France,France,France
1920,Fencing,"Fencing Men's epee, Team",France,Belgium,Italy
1920,Figure Skating,Figure Skating Men's Singles,Norway,Norway,Sweden
1920,Figure Skating,Figure Skating Mixed Pairs,UK,Norway,Finland
1920,Figure Skating,Figure Skating Women's Singles,USA,Sweden,Sweden
1920,Football,Football Men's Football,Netherlands,Spain,Belgium
1920,Gymnastics,Gymnastics Men's Individual All-Around,France,France,Italy
1920,Gymnastics,Gymnastics Men's Team All-Around,France,Belgium,Italy
1920,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Data Missing,Norway,Denmark
1920,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Belgium,Denmark,Sweden
1920,Hockey,Hockey Men's Hockey,Belgium,Denmark,UK
1920,Ice Hockey,Ice Hockey Men's Ice Hockey,Czech Republic,USA,Canada
1920,Modern Pentathlon,Modern Pentathlon Men's Individual,Sweden,Sweden,Sweden
1920,Polo,Polo Men's Polo,USA,Spain,UK
1920,Rowing,Rowing Men's Coxed Eights,Norway,UK,USA
1920,Rowing,Rowing Men's Coxed Fours,Norway,USA,Switzerland
1920,Rowing,Rowing Men's Coxed Pairs,Switzerland,France,Italy
1920,Rowing,Rowing Men's Double Sculls,France,Italy,USA
1920,Rowing,Rowing Men's Single Sculls,New Zealand,UK,USA
1920,Rugby,Rugby Men's Rugby,Data Missing,France,USA
1920,Sailing,Sailing Mixed 10 metres,Data Missing,Data Missing,Norway
1920,Sailing,Sailing Mixed 12 foot,Data Missing,Netherlands,Netherlands
1920,Sailing,Sailing Mixed 12 metres,Data Missing,Data Missing,Norway
1920,Sailing,Sailing Mixed 30 metres,Data Missing,Data Missing,Sweden
1920,Sailing,Sailing Mixed 40 metres,Data Missing,Sweden,Sweden
1920,Sailing,Sailing Mixed 6 metres,Norway,Belgium,Belgium
1920,Sailing,Sailing Mixed 6.5 metres,Data Missing,France,Netherlands
1920,Sailing,Sailing Mixed 7 metres,Data Missing,Norway,UK
1920,Sailing,Sailing Mixed 8 metres,Belgium,Norway,Norway
1920,Shooting,"Shooting Men's Free Pistol, 50 metres",USA,Brazil,USA
1920,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Brazil,Sweden,USA
1920,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Norway,Denmark,USA
1920,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Switzerland,Norway,USA
1920,Shooting,"Shooting Men's Military Pistol, 30 metres",Switzerland,USA,Brazil
1920,Shooting,"Shooting Men's Military Pistol, Team",Switzerland,Greece,USA
1920,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",Switzerland,Norway,USA
1920,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres",Switzerland,France,Norway
1920,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres, Team",Finland,France,USA
1920,Shooting,"Shooting Men's Military Rifle, Prone, 600 metres",USA,Sweden,Sweden
1920,Shooting,"Shooting Men's Military Rifle, Prone, 600 metres, Team",Sweden,South Africa,USA
1920,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres",USA,Denmark,USA
1920,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres, Team",Sweden,USA,Denmark
1920,Shooting,"Shooting Men's Running Target, Double Shot",Norway,Sweden,Norway
1920,Shooting,"Shooting Men's Running Target, Double Shot, Team",Finland,Sweden,Norway
1920,Shooting,"Shooting Men's Running Target, Single Shot",Norway,Sweden,Norway
1920,Shooting,"Shooting Men's Running Target, Single Shot, Team",USA,Finland,Norway
1920,Shooting,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",Norway,Sweden,USA
1920,Shooting,"Shooting Men's Small-Bore Rifle, Standing, 50 metres",USA,USA,USA
1920,Shooting,Shooting Men's Trap,USA,USA,USA
1920,Shooting,"Shooting Men's Trap, Team",Sweden,Belgium,USA
1920,Swimming,"Swimming Men's 1,500 metres Freestyle",Australia,Canada,USA
1920,Swimming,Swimming Men's 100 metres Backstroke,Belgium,USA,USA
1920,Swimming,Swimming Men's 100 metres Freestyle,USA,USA,USA
1920,Swimming,Swimming Men's 200 metres Breaststroke,Finland,Sweden,Sweden
1920,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,UK,Australia,USA
1920,Swimming,Swimming Men's 400 metres Breaststroke,Finland,Sweden,Sweden
1920,Swimming,Swimming Men's 400 metres Freestyle,Canada,USA,USA
1920,Swimming,Swimming Women's 100 metres Freestyle,USA,USA,USA
1920,Swimming,Swimming Women's 300 metres Freestyle,USA,USA,USA
1920,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Sweden,UK,USA
1920,Tennis,Tennis Men's Doubles,France,Japan,UK
1920,Tennis,Tennis Men's Singles,South Africa,Japan,South Africa
1920,Tennis,Tennis Mixed Doubles,Czech Republic,UK,France
1920,Tennis,Tennis Women's Doubles,France,UK,UK
1920,Tennis,Tennis Women's Singles,UK,UK,France
1920,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Belgium,Netherlands,UK
1920,Water Polo,Water Polo Men's Water Polo,Sweden,Belgium,UK
1920,Weightlifting,Weightlifting Men's Featherweight,Switzerland,Estonia,Belgium
1920,Weightlifting,Weightlifting Men's Heavyweight,France,Luxembourg,Italy
1920,Weightlifting,Weightlifting Men's Light-Heavyweight,Sweden,Switzerland,France
1920,Weightlifting,Weightlifting Men's Lightweight,Belgium,Belgium,Estonia
1920,Weightlifting,Weightlifting Men's Middleweight,Sweden,Italy,France
